id	flags	path
Sorceror68	Sorcerer	sfx\sorceror\mage68.wav
Sorceror69	Sorcerer	sfx\sorceror\mage69.wav
Sorceror69b	Sorcerer	sfx\sorceror\mage69b.wav
Sorceror70	Sorcerer	sfx\sorceror\mage70.wav
Sorceror71	Sorcerer	sfx\sorceror\mage71.wav
Sorceror72	Sorcerer	sfx\sorceror\mage72.wav
Sorceror73	Sorcerer	sfx\sorceror\mage73.wav
Sorceror74	Sorcerer	sfx\sorceror\mage74.wav
Sorceror75	Sorcerer	sfx\sorceror\mage75.wav
Sorceror76	Sorcerer	sfx\sorceror\mage76.wav
Sorceror77	Sorcerer	sfx\sorceror\mage77.wav
Sorceror78	Sorcerer	sfx\sorceror\mage78.wav
Sorceror79	Sorcerer	sfx\sorceror\mage79.wav
Sorceror80	Stream,Sorcerer	sfx\sorceror\mage80.wav
Sorceror81	Stream,Sorcerer	sfx\sorceror\mage81.wav
Sorceror82	Stream,Sorcerer	sfx\sorceror\mage82.wav
Sorceror83	Stream,Sorcerer	sfx\sorceror\mage83.wav
Sorceror84	Stream,Sorcerer	sfx\sorceror\mage84.wav
Sorceror85	Stream,Sorcerer	sfx\sorceror\mage85.wav
Sorceror86	Stream,Sorcerer	sfx\sorceror\mage86.wav
Sorceror87	Stream,Sorcerer	sfx\sorceror\mage87.wav
Sorceror88	Stream,Sorcerer	sfx\sorceror\mage88.wav
Sorceror89	Stream,Sorcerer	sfx\sorceror\mage89.wav
Sorceror90	Stream,Sorcerer	sfx\sorceror\mage90.wav
Sorceror91	Stream,Sorcerer	sfx\sorceror\mage91.wav
Sorceror92	Stream,Sorcerer	sfx\sorceror\mage92.wav
Sorceror93	Stream,Sorcerer	sfx\sorceror\mage93.wav
Sorceror94	Stream,Sorcerer	sfx\sorceror\mage94.wav
Sorceror95	Stream,Sorcerer	sfx\sorceror\mage95.wav
Sorceror96	Stream,Sorcerer	sfx\sorceror\mage96.wav
Sorceror97	Stream,Sorcerer	sfx\sorceror\mage97.wav
Sorceror98	Stream,Sorcerer	sfx\sorceror\mage98.wav
Sorceror99	Stream,Sorcerer	sfx\sorceror\mage99.wav
Sorceror100	Stream,Sorcerer	sfx\sorceror\mage100.wav
Sorceror101	Stream,Sorcerer	sfx\sorceror\mage101.wav
Sorceror102	Stream,Sorcerer	sfx\sorceror\mage102.wav
Rogue1	Stream,Rogue	sfx\rogue\rogue01.wav
Rogue2	Stream,Rogue	sfx\rogue\rogue02.wav
Rogue3	Stream,Rogue	sfx\rogue\rogue03.wav
Rogue4	Stream,Rogue	sfx\rogue\rogue04.wav
Rogue5	Stream,Rogue	sfx\rogue\rogue05.wav
Rogue6	Stream,Rogue	sfx\rogue\rogue06.wav
Rogue7	Stream,Rogue	sfx\rogue\rogue07.wav
Rogue8	Stream,Rogue	sfx\rogue\rogue08.wav
Rogue9	Stream,Rogue	sfx\rogue\rogue09.wav
Rogue10	Stream,Rogue	sfx\rogue\rogue10.wav
Rogue11	Stream,Rogue	sfx\rogue\rogue11.wav
Rogue12	Stream,Rogue	sfx\rogue\rogue12.wav
Rogue13	Rogue	sfx\rogue\rogue13.wav
Rogue14	Rogue	sfx\rogue\rogue14.wav
Rogue15	Rogue	sfx\rogue\rogue15.wav
Rogue16	Rogue	sfx\rogue\rogue16.wav
Rogue17	Rogue	sfx\rogue\rogue17.wav
Rogue18	Rogue	sfx\rogue\rogue18.wav
Rogue19	Rogue	sfx\rogue\rogue19.wav
Rogue20	Rogue	sfx\rogue\rogue20.wav
Rogue21	Rogue	sfx\rogue\rogue21.wav
Rogue22	Rogue	sfx\rogue\rogue22.wav
Rogue23	Rogue	sfx\rogue\rogue23.wav
Rogue24	Rogue	sfx\rogue\rogue24.wav
Rogue25	Rogue	sfx\rogue\rogue25.wav
Rogue26	Rogue	sfx\rogue\rogue26.wav
Rogue27	Rogue	sfx\rogue\rogue27.wav
Rogue28	Rogue	sfx\rogue\rogue28.wav
Rogue29	Rogue	sfx\rogue\rogue29.wav
Rogue30	Rogue	sfx\rogue\rogue30.wav
Rogue31	Rogue	sfx\rogue\rogue31.wav
Rogue32	Rogue	sfx\rogue\rogue32.wav
Rogue33	Rogue	sfx\rogue\rogue33.wav
Rogue34	Rogue	sfx\rogue\rogue34.wav
Rogue35	Rogue	sfx\rogue\rogue35.wav
Rogue36	Rogue	sfx\rogue\rogue36.wav
Rogue37	Rogue	sfx\rogue\rogue37.wav
Rogue38	Rogue	sfx\rogue\rogue38.wav
Rogue39	Rogue	sfx\rogue\rogue39.wav
Rogue40	Rogue	sfx\rogue\rogue40.wav
Rogue41	Rogue	sfx\rogue\rogue41.wav
Rogue42	Rogue	sfx\rogue\rogue42.wav
Rogue43	Rogue	sfx\rogue\rogue43.wav
Rogue44	Rogue	sfx\rogue\rogue44.wav
Rogue45	Rogue	sfx\rogue\rogue45.wav
Rogue46	Rogue	sfx\rogue\rogue46.wav
Rogue47	Rogue	sfx\rogue\rogue47.wav
Rogue48	Rogue	sfx\rogue\rogue48.wav
Rogue49	Rogue	sfx\rogue\rogue49.wav
Rogue50	Rogue	sfx\rogue\rogue50.wav
Rogue51	Stream,Rogue	sfx\rogue\rogue51.wav
Rogue52	Stream,Rogue	sfx\rogue\rogue52.wav
Rogue53	Stream,Rogue	sfx\rogue\rogue53.wav
Rogue54	Stream,Rogue	sfx\rogue\rogue54.wav
Rogue55	Stream,Rogue	sfx\rogue\rogue55.wav
Rogue56	Stream,Rogue	sfx\rogue\rogue56.wav
Rogue57	Rogue	sfx\rogue\rogue57.wav
Rogue58	Stream,Rogue	sfx\rogue\rogue58.wav
Rogue59	Stream,Rogue	sfx\rogue\rogue59.wav
Rogue60	Stream,Rogue	sfx\rogue\rogue60.wav
Rogue61	Stream,Rogue	sfx\rogue\rogue61.wav
Rogue62	Stream,Rogue	sfx\rogue\rogue62.wav
Rogue63	Stream,Rogue	sfx\rogue\rogue63.wav
Rogue64	Rogue	sfx\rogue\rogue64.wav
Rogue65	Rogue	sfx\rogue\rogue65.wav
Rogue66	Rogue	sfx\rogue\rogue66.wav
Rogue67	Rogue	sfx\rogue\rogue67.wav
Rogue68	Rogue	sfx\rogue\rogue68.wav
Rogue69	Rogue	sfx\rogue\rogue69.wav
Rogue69b	Rogue	sfx\rogue\rogue69b.wav
Rogue70	Rogue	sfx\rogue\rogue70.wav
Rogue71	Rogue	sfx\rogue\rogue71.wav
Rogue72	Rogue	sfx\rogue\rogue72.wav
Rogue73	Rogue	sfx\rogue\rogue73.wav
Rogue74	Rogue	sfx\rogue\rogue74.wav
Rogue75	Rogue	sfx\rogue\rogue75.wav
Rogue76	Rogue	sfx\rogue\rogue76.wav
Rogue77	Rogue	sfx\rogue\rogue77.wav
Rogue78	Rogue	sfx\rogue\rogue78.wav
Rogue79	Rogue	sfx\rogue\rogue79.wav
Rogue80	Stream,Rogue	sfx\rogue\rogue80.wav
Rogue81	Stream,Rogue	sfx\rogue\rogue81.wav
Rogue82	Stream,Rogue	sfx\rogue\rogue82.wav
Rogue83	Stream,Rogue	sfx\rogue\rogue83.wav
Rogue84	Stream,Rogue	sfx\rogue\rogue84.wav
Rogue85	Stream,Rogue	sfx\rogue\rogue85.wav
Rogue86	Stream,Rogue	sfx\rogue\rogue86.wav
Rogue87	Stream,Rogue	sfx\rogue\rogue87.wav
Rogue88	Stream,Rogue	sfx\rogue\rogue88.wav
Rogue89	Stream,Rogue	sfx\rogue\rogue89.wav
Rogue90	Stream,Rogue	sfx\rogue\rogue90.wav
Rogue91	Stream,Rogue	sfx\rogue\rogue91.wav
Rogue92	Stream,Rogue	sfx\rogue\rogue92.wav
Rogue93	Stream,Rogue	sfx\rogue\rogue93.wav
Rogue94	Stream,Rogue	sfx\rogue\rogue94.wav
Rogue95	Stream,Rogue	sfx\rogue\rogue95.wav
Rogue96	Stream,Rogue	sfx\rogue\rogue96.wav
Rogue97	Stream,Rogue	sfx\rogue\rogue97.wav
Rogue98	Stream,Rogue	sfx\rogue\rogue98.wav
Rogue99	Stream,Rogue	sfx\rogue\rogue99.wav
Rogue100	Stream,Rogue	sfx\rogue\rogue100.wav
Rogue101	Stream,Rogue	sfx\rogue\rogue101.wav
Rogue102	Stream,Rogue	sfx\rogue\rogue102.wav
Warrior1	Stream,Warrior	sfx\warrior\warior01.wav
Warrior2	Stream,Warrior	sfx\warrior\warior02.wav
Warrior3	Stream,Warrior	sfx\warrior\warior03.wav
Warrior4	Stream,Warrior	sfx\warrior\warior04.wav
Warrior5	Stream,Warrior	sfx\warrior\warior05.wav
Warrior6	Stream,Warrior	sfx\warrior\warior06.wav
Warrior7	Stream,Warrior	sfx\warrior\warior07.wav
Warrior8	Stream,Warrior	sfx\warrior\warior08.wav
Warrior9	Stream,Warrior	sfx\warrior\warior09.wav
Warrior10	Stream,Warrior	sfx\warrior\warior10.wav
Warrior11	Stream,Warrior	sfx\warrior\warior11.wav
Warrior12	Stream,Warrior	sfx\warrior\warior12.wav
Warrior13	Warrior	sfx\warrior\warior13.wav
Warrior14	Warrior	sfx\warrior\warior14.wav
Warrior14b	Warrior	sfx\warrior\wario14b.wav
Warrior14c	Warrior	sfx\warrior\wario14c.wav
Warrior15	Warrior	sfx\warrior\warior15.wav
Warrior15b	Warrior	sfx\warrior\wario15b.wav
Warrior15c	Warrior	sfx\warrior\wario15c.wav
Warrior16	Warrior	sfx\warrior\warior16.wav
Warrior16b	Warrior	sfx\warrior\wario16b.wav
Warrior16c	Warrior	sfx\warrior\wario16c.wav
Warrior17	Warrior	sfx\warrior\warior17.wav
Warrior18	Warrior	sfx\warrior\warior18.wav
Warrior19	Warrior	sfx\warrior\warior19.wav
Warrior20	Warrior	sfx\warrior\warior20.wav
Warrior21	Warrior	sfx\warrior\warior21.wav
Warrior22	Warrior	sfx\warrior\warior22.wav
Warrior23	Warrior	sfx\warrior\warior23.wav
Warrior24	Warrior	sfx\warrior\warior24.wav
Warrior25	Warrior	sfx\warrior\warior25.wav
Warrior26	Warrior	sfx\warrior\warior26.wav
Warrior27	Warrior	sfx\warrior\warior27.wav
Warrior28	Warrior	sfx\warrior\warior28.wav
Warrior29	Warrior	sfx\warrior\warior29.wav
Warrior30	Warrior	sfx\warrior\warior30.wav
Warrior31	Warrior	sfx\warrior\warior31.wav
Warrior32	Warrior	sfx\warrior\warior32.wav
Warrior33	Warrior	sfx\warrior\warior33.wav
Warrior34	Warrior	sfx\warrior\warior34.wav
Warrior35	Warrior	sfx\warrior\warior35.wav
Warrior36	Warrior	sfx\warrior\warior36.wav
Warrior37	Warrior	sfx\warrior\warior37.wav
Warrior38	Warrior	sfx\warrior\warior38.wav
Warrior39	Warrior	sfx\warrior\warior39.wav
Warrior40	Warrior	sfx\warrior\warior40.wav
Warrior41	Warrior	sfx\warrior\warior41.wav
Warrior42	Warrior	sfx\warrior\warior42.wav
Warrior43	Warrior	sfx\warrior\warior43.wav
Warrior44	Warrior	sfx\warrior\warior44.wav
Warrior45	Warrior	sfx\warrior\warior45.wav
Warrior46	Warrior	sfx\warrior\warior46.wav
Warrior47	Warrior	sfx\warrior\warior47.wav
Warrior48	Warrior	sfx\warrior\warior48.wav
Warrior49	Warrior	sfx\warrior\warior49.wav
Warrior50	Warrior	sfx\warrior\warior50.wav
Warrior51	Stream,Warrior	sfx\warrior\warior51.wav
Warrior52	Stream,Warrior	sfx\warrior\warior52.wav
Warrior53	Stream,Warrior	sfx\warrior\warior53.wav
Warrior54	Stream,Warrior	sfx\warrior\warior54.wav
Warrior55	Stream,Warrior	sfx\warrior\warior55.wav
Warrior56	Stream,Warrior	sfx\warrior\warior56.wav
Warrior57	Warrior	sfx\warrior\warior57.wav
Warrior58	Stream,Warrior	sfx\warrior\warior58.wav
Warrior59	Stream,Warrior	sfx\warrior\warior59.wav
Warrior60	Stream,Warrior	sfx\warrior\warior60.wav
Warrior61	Stream,Warrior	sfx\warrior\warior61.wav
Warrior62	Stream,Warrior	sfx\warrior\warior62.wav
Warrior63	Stream,Warrior	sfx\warrior\warior63.wav
Warrior64	Warrior	sfx\warrior\warior64.wav
Warrior65	Warrior	sfx\warrior\warior65.wav
Warrior66	Warrior	sfx\warrior\warior66.wav
Warrior67	Warrior	sfx\warrior\warior67.wav
Warrior68	Warrior	sfx\warrior\warior68.wav
Warrior69	Warrior	sfx\warrior\warior69.wav
Warrior69b	Warrior	sfx\warrior\wario69b.wav
Warrior70	Warrior	sfx\warrior\warior70.wav
Warrior71	Warrior	sfx\warrior\warior71.wav
Warrior72	Warrior	sfx\warrior\warior72.wav
Warrior73	Warrior	sfx\warrior\warior73.wav
Warrior74	Warrior	sfx\warrior\warior74.wav
Warrior75	Warrior	sfx\warrior\warior75.wav
Warrior76	Warrior	sfx\warrior\warior76.wav
Warrior77	Warrior	sfx\warrior\warior77.wav
Warrior78	Warrior	sfx\warrior\warior78.wav
Warrior79	Warrior	sfx\warrior\warior79.wav
Warrior80	Stream,Warrior	sfx\warrior\warior80.wav
Warrior81	Stream,Warrior	sfx\warrior\warior81.wav
Warrior82	Stream,Warrior	sfx\warrior\warior82.wav
Warrior83	Stream,Warrior	sfx\warrior\warior83.wav
Warrior84	Stream,Warrior	sfx\warrior\warior84.wav
Warrior85	Stream,Warrior	sfx\warrior\warior85.wav
Warrior86	Stream,Warrior	sfx\warrior\warior86.wav
Warrior87	Stream,Warrior	sfx\warrior\warior87.wav
Warrior88	Stream,Warrior	sfx\warrior\warior88.wav
Warrior89	Stream,Warrior	sfx\warrior\warior89.wav
Warrior90	Stream,Warrior	sfx\warrior\warior90.wav
Warrior91	Stream,Warrior	sfx\warrior\warior91.wav
Warrior92	Stream,Warrior	sfx\warrior\warior92.wav
Warrior93	Stream,Warrior	sfx\warrior\warior93.wav
Warrior94	Stream,Warrior	sfx\warrior\warior94.wav
Warrior95	Stream,Warrior	sfx\warrior\warior95.wav
Warrior96b	Stream,Warrior	sfx\warrior\wario96b.wav
Warrior97	Stream,Warrior	sfx\warrior\wario97.wav
Warrior98	Stream,Warrior	sfx\warrior\wario98.wav
Warrior99	Stream,Warrior	sfx\warrior\warior99.wav
Warrior100	Stream,Warrior	sfx\warrior\wario100.wav
Warrior101	Stream,Warrior	sfx\warrior\wario101.wav
Warrior102	Stream,Warrior	sfx\warrior\wario102.wav
Monk1	Stream,Monk	sfx\monk\monk01.wav
Monk8	Stream,Monk	sfx\monk\monk08.wav
Monk9	Stream,Monk	sfx\monk\monk09.wav
Monk10	Stream,Monk	sfx\monk\monk10.wav
Monk11	Stream,Monk	sfx\monk\monk11.wav
Monk12	Stream,Monk	sfx\monk\monk12.wav
Monk13	Monk	sfx\monk\monk13.wav
Monk14	Monk	sfx\monk\monk14.wav
Monk15	Monk	sfx\monk\monk15.wav
Monk16	Monk	sfx\monk\monk16.wav
Monk24	Monk	sfx\monk\monk24.wav
Monk27	Monk	sfx\monk\monk27.wav
Monk29	Monk	sfx\monk\monk29.wav
Monk34	Monk	sfx\monk\monk34.wav
Monk35	Monk	sfx\monk\monk35.wav
Monk43	Monk	sfx\monk\monk43.wav
Monk46	Monk	sfx\monk\monk46.wav
Monk49	Monk	sfx\monk\monk49.wav
Monk50	Monk	sfx\monk\monk50.wav
Monk52	Stream,Monk	sfx\monk\monk52.wav
Monk54	Stream,Monk	sfx\monk\monk54.wav
Monk55	Stream,Monk	sfx\monk\monk55.wav
Monk56	Stream,Monk	sfx\monk\monk56.wav
Monk61	Stream,Monk	sfx\monk\monk61.wav
Monk62	Stream,Monk	sfx\monk\monk62.wav
Monk68	Monk	sfx\monk\monk68.wav
Monk69	Monk	sfx\monk\monk69.wav
Monk69b	Monk	sfx\monk\monk69b.wav
Monk70	Monk	sfx\monk\monk70.wav
Monk71	Monk	sfx\monk\monk71.wav
Monk79	Monk	sfx\monk\monk79.wav
Monk80	Stream,Monk	sfx\monk\monk80.wav
Monk82	Stream,Monk	sfx\monk\monk82.wav
Monk83	Stream,Monk	sfx\monk\monk83.wav
Monk87	Stream,Monk	sfx\monk\monk87.wav
Monk88	Stream,Monk	sfx\monk\monk88.wav
Monk89	Stream,Monk	sfx\monk\monk89.wav
Monk91	Stream,Monk	sfx\monk\monk91.wav
Monk92	Stream,Monk	sfx\monk\monk92.wav
Monk94	Stream,Monk	sfx\monk\monk94.wav
Monk95	Stream,Monk	sfx\monk\monk95.wav
Monk96	Stream,Monk	sfx\monk\monk96.wav
Monk97	Stream,Monk	sfx\monk\monk97.wav
Monk98	Stream,Monk	sfx\monk\monk98.wav
Monk99	Stream,Monk	sfx\monk\monk99.wav
Narrator1	Stream	sfx\narrator\nar01.wav
Narrator2	Stream	sfx\narrator\nar02.wav
Narrator3	Stream	sfx\narrator\nar03.wav
Narrator4	Stream	sfx\narrator\nar04.wav
Narrator5	Stream	sfx\narrator\nar05.wav
Narrator6	Stream	sfx\narrator\nar06.wav
Narrator7	Stream	sfx\narrator\nar07.wav
Narrator8	Stream	sfx\narrator\nar08.wav
Narrator9	Stream	sfx\narrator\nar09.wav
DiabloGreeting	Stream	sfx\misc\lvl16int.wav
ButcherGreeting	Stream	sfx\monsters\butcher.wav
Gharbad1	Stream	sfx\monsters\garbud01.wav
Gharbad2	Stream	sfx\monsters\garbud02.wav
Gharbad3	Stream	sfx\monsters\garbud03.wav
Gharbad4	Stream	sfx\monsters\garbud04.wav
Lachdanan1	Stream	sfx\monsters\lach01.wav
Lachdanan2	Stream	sfx\monsters\lach02.wav
Lachdanan3	Stream	sfx\monsters\lach03.wav
LazarusGreeting	Stream	sfx\monsters\laz01.wav
LeoricGreeting	Stream	sfx\monsters\sking01.wav
Snotspill1	Stream	sfx\monsters\snot01.wav
Snotspill2	Stream	sfx\monsters\snot02.wav
Snotspill3	Stream	sfx\monsters\snot03.wav
Warlord	Stream	sfx\monsters\warlrd01.wav
Zhar1	Stream	sfx\monsters\zhar01.wav
Zhar2	Stream	sfx\monsters\zhar02.wav
DiabloDeath	Stream	sfx\monsters\diablod.wav
Farmer1	Stream	sfx\hellfire\farmer1.wav
Farmer2	Stream	sfx\hellfire\farmer2.wav
Farmer2a	Stream	sfx\hellfire\Farmer2a.wav
Farmer3	Stream	sfx\hellfire\farmer3.wav
Farmer4	Stream	sfx\hellfire\farmer4.wav
Farmer5	Stream	sfx\hellfire\farmer5.wav
Farmer6	Stream	sfx\hellfire\farmer6.wav
Farmer7	Stream	sfx\hellfire\farmer7.wav
Farmer8	Stream	sfx\hellfire\farmer8.wav
Farmer9	Stream	sfx\hellfire\farmer9.wav
Celia1	Stream	sfx\hellfire\teddybr1.wav
Celia2	Stream	sfx\hellfire\teddybr2.wav
Celia3	Stream	sfx\hellfire\teddybr3.wav
Celia4	Stream	sfx\hellfire\teddybr4.wav
Defiler1	Stream	sfx\hellfire\defiler1.wav
Defiler2	Stream	sfx\hellfire\defiler2.wav
Defiler3	Stream	sfx\hellfire\defiler3.wav
Defiler4	Stream	sfx\hellfire\defiler4.wav
Defiler8	Stream	sfx\hellfire\defiler8.wav
Defiler6	Stream	sfx\hellfire\defiler6.wav
Defiler7	Stream	sfx\hellfire\defiler7.wav
NaKrul1	Stream	sfx\hellfire\nakrul1.wav
NaKrul2	Stream	sfx\hellfire\nakrul2.wav
NaKrul3	Stream	sfx\hellfire\nakrul3.wav
NaKrul4	Stream	sfx\hellfire\nakrul4.wav
NaKrul5	Stream	sfx\hellfire\nakrul5.wav
NaKrul6	Stream	sfx\hellfire\nakrul6.wav
NarratorHF3	Stream	sfx\hellfire\naratr3.wav
CompleteNut1	Stream	sfx\hellfire\cowsut1.wav
CompleteNut2	Stream	sfx\hellfire\cowsut2.wav
CompleteNut3	Stream	sfx\hellfire\cowsut3.wav
CompleteNut4	Stream	sfx\hellfire\cowsut4.wav
CompleteNut4a	Stream	sfx\hellfire\cowsut4a.wav
CompleteNut5	Stream	sfx\hellfire\cowsut5.wav
CompleteNut6	Stream	sfx\hellfire\cowsut6.wav
CompleteNut7	Stream	sfx\hellfire\cowsut7.wav
CompleteNut8	Stream	sfx\hellfire\cowsut8.wav
CompleteNut9	Stream	sfx\hellfire\cowsut9.wav
CompleteNut10	Stream	sfx\hellfire\cowsut10.wav
CompleteNut11	Stream	sfx\hellfire\cowsut11.wav
CompleteNut12	Stream	sfx\hellfire\cowsut12.wav
NarratorHF6	Stream	sfx\hellfire\naratr6.wav
NarratorHF7	Stream	sfx\hellfire\naratr7.wav
NarratorHF8	Stream	sfx\hellfire\naratr8.wav
NarratorHF5	Stream	sfx\hellfire\naratr5.wav
NarratorHF9	Stream	sfx\hellfire\naratr9.wav
NarratorHF4	Stream	sfx\hellfire\naratr4.wav
CryptDoorOpen	Misc,Hellfire	sfx\items\cropen.wav
CryptDoorClose	Misc,Hellfire	sfx\items\crclos.wav
